Polyhedra Special Bonus Rewards: $100,000 in ZKB Winners: 5,000		Activate 1 Resonator NFT Rewards: $100,000 in ZKB Winners: 10,000		Bridge your ETH or USDT on zkBridge once Rewards: $100,000 in ZKB Winners: 10,000		Bridge your ETH or USDT on zkBridge 5 times Rewards: $100,000 in ZKB Winners: 500		Activate 5 Resonator NFTs Rewards: $100,000 in ZKB Winners: 2,000		Activate 1 Epic Resonator NFT Rewards: $50,000 in ZKB Winners: 500		Activate 1 Legendary Resonator NFT Rewards: $50,000 in ZKB Winners: 250
0x0962e19fa8639407e25e43f3cac4f918c2111ff5		0xc8c4ad70435951b6ff18b9a56a9801528fe632a1		0x54f43bc0c1de691bb40c82dba852bca19e62595a				0x767c3468e040468d9891d81650b2e320f6d54a00				
0x81eafdcce0c04528cf688ebde6637474f8c9c00a		0x0519d0d546efcaac8cfdb06eddcb605ac55c015e		0x79ec3a2b72f45a56105db95cbf50c0c003e5f3f0				0xfb7cfa3d6d9af41ff7d879f6135bcf418e29f89d				
0x4148632a06b779adb70254aeede01a1e8c6abf4d		0x588e2416afe1a101b220bbbfe000feb170c04e07		0x806257d320a73335425f7fe0503554776a93db37				0xe8bc01eb8be0b4d3fe8c0c1b10e8824e76250c37				
0x75f3c220a7df8b6de2f9dcb58f1c4b3249d32f78		0xef282633183c3f253286cc401260f620da1cd470		0x48a4b3ac3091e3d7927de0092974af1db92851cd				0x54ba36887df439a10e3fa6e6f47e5418b2475ac8				
0x799aa5de9b0be2b8b8b7336d5962fb79ba5df570		0x6e48e2bdeab3795cd8b007be6629719a9ecbad81		0x4eaa5ac5bcc7f4594d8186d1b7f4b737a3275a12				0x8812722e7048fda2b603ab456a33a15c0866bd93				
0x9cfbd1e23a5b5881710f9d968f52aa59a1b85652		0x8aa192f1e2523ed09b32638b16585fb14903f1f4		0x4c0f3359a4ef3a4a2bbee138a34777c102e40848				0x0d1f8c161d68f2fe1bfb5c0f0a21ff2af2775986				
0xc8081b6e942fc4751828f16e5f240c5541569756		0xc8b73ecfb258308c6b8468b5a098f55250efd866		0x61f43c373b4b2250ae4654bfb1e33864feca7518				0x479c51f74c13761bc6e00aeb76a18ee10a3636be				
0xff8048bf954f68ff7df608c1fe749dc676567e98		0x5f9108638b2aaabe4a884c1af0d7540b99d6dee2		0x896d9e3351fbd42715d55fce0d0eeec3a2bcc381				0x7b83faeff9383b083b08f68cd18aadaa00a5cb7d				
0xcd0549a7a11251df5a7bd65209139eda3844f65d		0x8409d473569a97bd52bbe32e09c75e98f4668722		0x1f15fd591b8d8be307a7cab1c47011daafdc9799				0x5cd4b99ea1cd29096bfd736ca6fe3d51e01c048e				
0x6cc7391899ae767f0f96e3763e8041a94a01cfda		0xa844430c08a77e92a55c31711c4d887b70833670		0x9046f76ad22f913bbcf95a73336c569e1ac2e59a				0x11c56da448fb08c146bae62ed13c06a82863c110				
0x2ee1ebc49ee5a56e523eee9c5f3e720f0816d4c4		0xb88f5c3ca335d332877d3c837a6a7dd9859d5cb4		0xbbdc3e1b7e3235461f7626d68d0c6b488c11ba60				0x0fc5eab1855df02c0d58359d758d27684ce8785d				
0x2d6b4b2536542e72692bce69d10a0e8406111b6d		0x8da60891f569563e01ffd86c3d3dc56fdccd8262		0x6ad899aea96f21c226d63e3c69ac27c25a360876				0x27048386bb2ffbd08fce9383cec231233c537bb7				
0x1de21737f386aa8740a8d7aef022abd6588f5f99		0x9d9ac7ae2e68c589b3d06efc5b30eaf961599f02		0x7646a482a615949e7010babe41941f642e6c2e2d				0xcc2c78327c660321eedc0fb74a45f8b9fddfe627				
0x23b43a66cbc42fcc74760e292dd6051029b05f5e		0x1d0f6a5f3c1d50ef16d03ab1c00352274cba8481		0x7ad138bb30d777f63ae76d8526bb63e5b3cc99e8				0x6fe8aa765804a6ed2a9c4107cdad10f190d5ceb9				
0x46aebe33dd2369af555a78c2597be37f85aab766		0xebfaeede1d85e8e87bde9326bc301830d55dfa8c		0xf5c27236be966f255fbd54d36c3dfd63fca488f1				0xd099fc7265cf547e525baf2be3cfda2b82d76b51				
0xbda7ac81461d885b107a7f3a77d72f0ba334c336		0xa595c45d432ae1bd996d1d944055a2b61bd87234		0x87936412d45e90a7b4b496057a93489603921993				0x64f7c019021ac74a68d90d08491ca43b2a632e71				
0x2a9abc22096cb23f0c7c9e1f0628b7b44953479b		0xc9dee28e27e998abe9223d910dc13130ba17ecd7		0xea58d9f0eb6df96adccae396d6ceb3832c832514				0xbd0bfa0cf5ccbbd99e20095c073adf1fc74270a1				
0x866a2a64351c8e39581706899c4754cbec025054		0xfda2f2795e83eb866dbd238955bf2306cac559e7		0xabe6b4dc88ebe9aece80fb1d772cba807c5c533e				0x69f191a6fb9d82b817600e5e0f08f2d67e7e5570				
0x034eb98b10a29ea619973f0468d615f9b17e0a72		0x8a4b74b910ac49a45b061be68ec914e9a49884c6		0x0531525e8fd5166b3ff87a9619ca9ab4216c7191				0x88dda47d3402589d9971ef8ef5af9355f1df2121				
0x53314910f91d0fd597c0db4fd8737de7ba963ed5		0xd82ba47c2fc0e265113580938c10018443a42354		0x7fa35a8eef3ce1b42b45d9aba218413ae9547472				0x362fe8f1af5d95d52972f617230b8ab35713768b				
0x72f12d299d0b345edb7fa6e7e976a21cba536c87		0x86515e78e4300f46af86d9b204170d51aee6ad91		0xaf5a26587180f689ccf11df0ceda8ce68219a3a8				0xba28b4bdabedef7a9154b16387e7c456cf8184a3				
0x97a7e0b2324987afaa0fae678b5cd16da38b4688		0x6d64048ea570589949652a120503cfe910fe5ded		0x4ee3fc4eb6aa65ac2b49db2ed6b844df816598ab				0x0ce8fb5f1cb57543124bd5d1ae1c3eaf757d2f0a				
0xad043879b03be4bd412ed4b6fb2e4de739fbfad3		0x1e6d98a8c2e119961972ea83dae41151dd2783a0		0xa2d664b9bfee77fab19f5071aeff4540be1f8bb1				0x32ba52adbda37b1b3f1e3d57fc3629abc045ebc9				
0xf844b96faa95502ae20b98ea9a71bea017db159b		0x5f6bdca4f573ff1713d8a7726f8e3f0539c099fa		0xd2685d8cada22f07c5037c10f0b9304de0a51e88				0x66e1cbb8943c62927aa627f55a4f76317c94efde				
0x3d9b36f052181becc493f5da4f1f52c0f2e96a03		0x3a8cf977a83bb78180352fd5bbe0d064b338ede2		0x6ae5b3210a8a1f67ee48cb1f275c6d7df2cfa2bc				0x2ffb3016a22cb5caeebeb2de263c51495efc6a33				
0x3a0afda5d6b8bf17eec83209b7307b5cbbb46e9d		0x1a8d6d5abd8948b647c51bb7b071b718fd90d6ff		0x16aa694b753d17051aad79c5995090230b6a11a8				0xf7e14ef0f70a213cc2fdcc2f0900a3e2eadceccb				
0xd93f89eb91974e5ba75d2aed0d625741065bf537		0x05bf10c3235d52a0c095693ec102964ae78057d5		0x544e50bd7fb77b299975a0eb5cd94d9b3d01acd3				0x4b46f795e5fe80558c98b40018cf9ef94fd0d9c3				
0xd26371ca5271b424ba183390400293444cb57753		0xb36f975d3b4d227bbc465f01f8c21c2b255aed2a		0xa4b80a171e0bbb2100584df15f7750f1cd6e1d69				0xf25e1453d925bba6b95cef8683f944ef545ec341				
0x8c5aa7e0407f04caf8d71f81ef425e0c1e8e109f		0x6a93a30821f258c8a2ec0ba07a57c97bb7198aa1		0x83904e9f85c09c51b46d641d38e3f41f695acecc				0x060f8784012d2b518686a490bfc843b548700734				
0x1afee303821d7f8cfed30c2ab0222f92716ca58d		0xb1567de93185025feb660bbe8eae222beac3c1fa		0xf0f8b1bbd49f7f0c390adfde81e0cda279779a8f				0x1e1358f38241e9e70bfc59455ef4e5295f77a27a				
0x9eddbf9a23f831adb4628c6913635951d1b17072		0x4fa3c283c0192332f4dd3d29e67e5ca0f6a6af8c		0x658ec266ef483a0e387271365a4d19ac23201f0d				0x0a7d333b3c2ed9b550f189097182ca21c587cd16				
0xccb1cd4014dcb636214a828aeb612b4626d35e7a		0xe7b02bd8a57397cb2ee172a426287b28e2d2c0e5		0x544db9834d40137e22fd092cce51de5a97a35462				0xcc3278a186699529a465aff8df230bf1dbd07e47				
0x4375ff66a42511e67a2a00afd83dd9ad0c446640		0x80792707db96eaebafb914fce64fa9a02c18b9d5		0x5241b8819694106077de709a7b31ec173ccf19a0				0x21b05fced2d8729e4e8b01ba0e20499036bf3753				
0xde6731aee803b1b26ccab18047c9a2906236d9b6		0xb60822c84fd7c018174918bfd6da6b80d1874ca3		0xb5aa9fa06bf6bc1ccabdb76ac7473264ab31e974				0xd66c822ee3baa6829e6c198cf639165807125794				
0x7d3ec67f227bdc952f28f1315a9e7436a68c8c4a		0xb762ff9dc865ad671f7c2467194a9457c3a63fd1		0x1fb86f2e51e5f6fa8a6bc53cfc3da46b4e1a36f8				0x425bbc696b5768bd562dc07d7c5fd8897358ca0f				
0xb762ff9dc865ad671f7c2467194a9457c3a63fd1		0x34a8a934c83f52431f70a2c5346434e82eead441		0x436bb9e1f02c9ca7164afb5753c03c071430216d				0xb21715fe20319202d7acc12320a8121760ef83dd				
0x11295a96c5e34da89f6875271a8897d248aebe29		0x24ff2a861bb3e4e0519ef88e92ec2284257c6e02		0x2c39c02c2faf069e9348ea7c319f3f017e721cd2				0x71a32a7dea9e706d595f9ffc2ba85a7d297c8bb8				
0xe2bd708d3758371836be1d60724b538bf940faec		0x887c0bef7881c4db37b3020a2b9aeb8fc3847106		0xa59949a2232b9e9369691f7faf566e9bf8427328				0xb5d57d4bb0826ad057ac3e6cffc02ce21d96b262				
0x31b3ddf55dd0e44d4c51c27340332ceebd78bd97		0xd54eae445e9ef8e2cb9a889297b1a3a1cb5b35ac		0xac329191661eac7c711495c477364d5f1c4ba321				0x0b162cbd60145129b27c449edb0be3777b6ea2a9				
0x355bf1bca20c3c415efdb71a275d10ea51f4713d		0x48e140c95dac9405cc389e044d8010686c5c5201		0xcd856e0ff38255258284663ed7c03168443523c5				0xcd3ea3d7b8434228edfa5da6dd3633982b973a0f				
0xbe24ee4e46ce0d05dc325549b56ce87e9f8e1864		0x4edd19dcea0a493e6fa5fe2ddcf83b0778f0873a		0xae0d8901f216d7cac07cd9c5b1a5bb2862eef44a				0xc669367443458f1608ea763133c64ea6bc621e88				
0x9220dcd73da5089798fa36018bdbf26c9ec55325		0xb93a7932c807e8adf115c58b4d7825b0572bfe1e		0x1e6b084d2249cfee69a74baf4393c6243a21b45a				0x8233454d742ef29ddbb1b050a1c80dcda29c044e				
0xcd8deb7ba617b7fbd57c993567519c8cfa7dc26e		0xb7766013096ff0364626eeba48822328f493b82d		0xefefb83484578cc2e4a527e9a083d20b31a80269				0xfad7b4693293de9067db3b89b14bfb3c95cc4c3c				
0xc521bb7978d502b0632dd231b50fcdc1d9995fc1		0xadd23359865c7ab048a314a327418b1d9ca1af54		0xa979290117928f3c35039b785e545b2aa6c64e2e				0x9a6a1da0387e7a7e33ced5d85a97d989ac6190ba				
0x0c0e63c90637be37e678fbce2117b11adb49f237		0xc52b9e51fcdd2a13b9cc45b84c094f44021a5bd6		0x056d260de6a9faaed8aaea6f8af3a1302f65e46e				0xadfc6ab71e54413c3cef23d118ec3d9a09022f54				
0x60ea760380b01d0443a8fa2c1a3fa82d1c6ac338		0x0218d20cf0b794442128eec78fdba2c359a41834		0x37e9b94d6b74369ff0d33b19428d9ff22e840afc				0xde161790a4d9444f89cdacda32149165b1e62850				
0x3872fb1d0d16b27bebcf27a409f78e6f3630f5bb		0xd695a06b2a430e351e7ef94506ed6935f6f35eaf		0x53d99c99098f0ba651ce7b17cf06095045443b74				0xb6f9e4c6db0c4f3a7e8aff01077e601a7626409b				
0x880b8fea2837bba4e81aec61672cda7da4cb8bcf		0x621a2a6ac129663ee2c4bc6f19b6c196f9c47af1		0x6468a304da3c5484ce243ac58f6b09c5be7275f2				0xd1fa5b26d7ecd1e0bfc6e1eb7bc7adee996a4b9c				
0xb0bfba675a68da338ba725f7874aa216c24a7f82		0xd2dd9ea50ef17832de139c7746aff1f93365bd12		0x724b33b68fc8a3e11f3d1d7b29e8771d1acc17cb				0x7e6c96de9e0c2fa32399e2c1795daf6aa3cdcb0d				
0xbbdcb7a9b53c0d47e754cccfc2a837f5fefd5a95		0xee0454503b1d1c1d0cf716648810c620841f754d		0x16021a584b2db7b99db5368ab66031961fa8cd13				0x633610e910e01e44f65ebb3495e414c42318722c				
0x5c286f097179ef66a623acf47808b82256a2c188		0xfd4eb88371adc37288b41f74f3056df1b8f4d1da		0x34638e7d59c772bfe6cc5557426759f6903d1961				0xb7932b859a533029dbf8b61caaacdd39a4fbf2de				
0xec0efee53856a4dc7f21ffc3830f1ceb935bf83c		0xc08e5aba57275df66488973b97d233ee4eba5179		0x37a1f52e74636d75c66ca08f5ba18bde7a5c3274				0x586091249607eb59e2c47d07d0552be4c838a2e6				
0xc4b7c1ba140d6ce202b37b7d582c86b9f8e5d01d		0xc5f3f7913660804470cefcc60b1516955c0a7796		0x9f6c622f5198d9c24bca48fe9e9fd470043f105a				0xae413cb1e1081784c6daf1e3ccf64c99d4b8e69f				
0x70f37a1c14b8fccca87fd98b42738fa9fa2fe54f		0x0b2b3483a5cedb08839e098d3d9f02d1893a20dc		0xba731793fe7ff79f04b01bfdcdca930684d005a8				0xa24ebe62c3e7167c87c6915081815a6b82d45a44				
0xf15e480a52ae94c796b86ec529e362f49c3fa552		0x3774539539a91ba9dbcfba5802fcbdbb8a40f45f		0x7e3f22d13ea47f0bfe9dd792e25a8700e65f2c68				0x9ea383093c60a81d3bc2960a2881289f2f08c0ab				
0xf5b3712637445f3b6c48355a6a0d442d426fae05		0xed46ad87cd125145625d07e802ce491d46980870		0x1e2d65615ba93ae994402c94acf99a9033abbd5b				0x37112552a2af4631f25e2dbfc71b02fbf0e7e0ad				
0x18e32a3e07d4cc759c792a523991320701d21f16		0xf8292c03d9d95455f7033472a1fe07f07f730756		0x1e1ccc624ecb1924ff960877a99de4ce3dcf2a69				0xcf6425e388c892ec2a74bc3523f68d0d4cda701d				
0xb74dba5d3e5dd891d815e72cfc65dd9d888c97ba		0xd28ba186b1c37c00ccb158f2b870bda79370ca3d		0xc89aaf3bf0c13d6c3485ab01cf0bb92509269699				0xecda90c7f29f7fad827eee3bd83f78e2dd0cb4c7				
0x9e1271f209d786197b3f92718901e5cad4086a85		0x7ae9cf0f1694c1520db77161e4c833a655bfd017		0x408570441054b712a9f8b4c96101915c75e3f044				0xdef2897585816a048fbf4b3bdb3551a2f45b79bf				
0x45e2d4636efd6b27feb227dc484e17ae5bdd8532		0xefd313478ab40625fec444993621c81b73c963e7		0x40ef3ef4225e7c69188b8825f26c84983a468e7c				0x0860ed7d57595b162b66d8bdf5c47597c8069a67				
0x43a5e9f2e52bb73317f53bcb7c6a9a47272e47aa		0xc973978f27b4bb3d80c304033cda4607b6e9856c		0xb99b824a04e3cf7b52f76742ef7973263d46f5e6				0xcc45ad351fb9393331e92a09950fe9746d354294				
0x25572906a0746ffb1d87796d497331ca09442d2f		0x6e5c09714206f99a1cc4db6cb3e495b99a96e332		0xe29f79f76703156dc218555ac77bc3e3fb9c66f9				0x3dc5de44bb2d12422e86093ac75ed92c11533797				
0x94c4ef6f9b7777b614360b97c3d8565b3b106741		0x32c52cc786dc9b919ebb0a14426e3a94fee48154		0xc67fbd493097fb241eeb8500e8d7ad412b0c463a				0xca19585c857ec44f3f9a9dce23006fee7a8d6665				
0x17e4e13111454f087ceb61281628cfa69ad8e0d6		0xcc031de92f8606bfdd12530f3e66a38c8ea90417		0xaf65799c035a82a5e49bd464a9daeb07ba142341				0x59a94ec51f639a81a550939450736a01df0b20ce				
0xd3b4e136211bf6a660105dac0bdb21e71b099964		0x48479f281afe9eaa5d214946d2e31bfa92b74fd9		0xad28156b17e658a4d7b1cbef01bee22abc0ebdb1				0x6cd9fb23eb8c355e3150c830e908af3510a527bf				
0xefdd8a2d102b5645537e86e1624dfb06ac2c690b		0x064d29f1b95fd61bebc6a3932c134b8389534090		0x7afecbf9368ad1e4274f2d0df239760cc41dedbd				0x73ed491e706e6db7c9d35d8f115aacacce0e3b70				
0x296ca28fe2e41ca9beb15c2abb6da4c694a5f5c1		0xfe219ef13095706c16dfee78ceb71ddda20b7e7c		0x4e23c07af97d0e418a576fe7b008ad2176183dd5				0x5baa35b7db363f4cb513d29734eca75a4dfe6c42				
0xd4af33e13766b0254f55b8998a4f7d0f957eaff3		0x6acfcc1e5133a4a4e397efdc14b1cd0903cbe1cc		0x56f2c4cb8518d0a4ec749593df574f7597a36140				0x732496c40692fff6c1f8a87404dbb9946493d931				
0xcfadc9768e4e20dde848200a877c0a8df6cc2903		0xf2aacdafd99385719937b874f24f12e551c25a9f		0x2e5fc0289e4062b1d18dff4badf35e4365cfbe00				0x1ec175a319bf4bb8b9d83e9dce3e959548e353f1				
0x4af07042acadc19620ae2c325604d73f869108a4		0xf032a5397d30d35847f0312530be86378f03245c		0xfc35161ce533415325ba4042321e37edd4930de8				0x09def3450775ec7da6cd0224296e9824d7e0a53a				
0x116c995cd990a9507e65382c377a498b5b20a0b7		0x36d1da4eec8947fa155e34fee302ad5efad3a96c		0x58b4b125ad6ab0f8b4e4be964b5b784f6e01fc46				0xc485713387add45d7ae47671935ab0bf4ca434f5				
0xdb1a70ee57c3fa76ddb6fc5f05d14b04f06d3c66		0x69a885b039de62a9a5f5a984a2dbedcf222162c6		0x60c72f03f66f71bc22012a2f48d6383a0b5bb6d4				0x78a856034f44b179ce6dcf77afbf65df9e21fc96				
0xb8d011476483c18e14196cd0c157e1622882ed39		0xa312e76c374b972b8c28c29fd8c28567baa9de1a		0xb0048d0aa9fc310219434899a9e496c3b2bdc429				0xc8964eaae319feff051b4621288936ceefe8ad55				
0x0e7a04f23248c7c1468f0e3c8bd3d8c673a45425		0x764f3658d11f50ed49d594d45ef02ecd911a1d86		0x581523de1ff9aded2da2447f36a98636f0f567b5				0x8a5933c09ea5d64d22c48cece720141090e3d4ca				
0x15c4b3929326dbb2787ebd0f5338e549ed79e708		0xfb0becc16538fb7815957054fc22684b4f7fe6ea		0x0e2c483999dcd6731a480861ff10084ed209726f				0x621a2a6ac129663ee2c4bc6f19b6c196f9c47af1				
0xb02fa29bfd054db5514115533b6fac39dac75391		0xa42726ceebb2a86481e84cfd8f7cd4c5c90c88f6		0xd59289a76d6bbd89efdffe14b9bec15cc8c67668				0xff217824bccfcb542807d6aad41c58d2394b261f				
0x3fd06d9f6b21055faff13d4c896484a86f25ba02		0x4cae795b7c43cbbdef4a0423470cd3b45f52dc6f		0x44e84b5e52d12aa97647da5b78034e549a8a8ffd				0x5148b71588ece06fa63e16ddfa770f23476ea000				
0xf1b904ce1fc9aaa03b2284553e4a2c0f4dd8406d		0x8fd36c8762df3434f690d8867693c74cdf94c06c		0x66d092d481a1ec193ed0d0c49d74767343cb34f5				0xaad40adde2d6449044341b227c23948c8376182e				
0xd4921f68a6f3e5f3718ee576cc3d9280e9b8fce3		0x787e7195a8e423dcc3ba1100a53f14f40085c38d		0x57f579e11a4922e6c74367191a6dbd5111888609				0x7da02e5a5dfb3312a2b8487a04cb6b062923618a				
0x3b6cb5648410ffc81282290992f3a957e1ca3aa4		0x8484e21c521d4945c88a6e39e0d76b7e6c333c49		0xf11f7ff1ea9d37664084c259dd52e275e46ad6f4				0xeeba70fca57afe752cb71f49e5032a34a56376d8				
0x150c2247582b0258e61207ccac546d6ba3d69ad8		0x568c61d615900366b3e579ddef5e086bdb8fc769		0x6442e70b69318b013fc03b0129332ebc348b6e69				0xea236921e41659f0873be8e0e6aae526b94974e5				
0xf96ddb2a7575473d07bd796a02523731b380a431		0xbda29139019002584b054f435df797dc28329f34		0x863954ba320d0eec68cd69cb7a796f919e67e619				0xb6958ad7bd1dcb0a88f31c3865661ecfb60d822d				
0xa7c6ea7737c933966af13014d487aefc4ebf813b		0x8f23d0114753290f21f334aa0f8c635b793f2b81		0x8cb52130cbae34b1142c87eb9d1fbf65828a7f62				0xb0969bd7ed6c06263b2a419aacbeff228e42433a				
0xb01e4f6042590061c511d422b1f8e38302778b4d		0x9f01e3d183b2dc4f7c5d48012da2b9e546297d61		0xaa2df5feb6a118105d4e1abdde5350a0718f75bb				0x8149c2c4a4cbe03bedf7120e6f93f4a9bec499a9				
0x902c490b7328469478390e16f8ffc81d70378946		0x154efe35371276b280b9ea037979fe6a97b1bb80		0xc66d6971145f5d52bb79f8777be88bd711e05f8b				0x51b1d5403b8a8f21c1e6a80efc9ac635344f9011				
0x846cd366d91e717b16e7d6f5693cd21ac35a70b3		0xb5e3061ae52f1f9572970a0c53b1c77dd6a9413b		0x76c0a95c84fd919e8862e9db064a6f773153a2ef				0x77fac83de389fb5d5d81e918b3b69b978962faff				
0x47a406037b9d2ec14ed779e29e42f370410a2ee0		0x13a927e22f2b9123207ccf3369771d5a265b286d		0xa4a91211dd4d10c778de5a2e61a19f67853cebb8				0xb30eba310ebbdab92e7405b8c83636cd21968ab4				
0x4f50aacb0d138aefeab8b36071fdec716d64784d		0xdec5c14b7f4995719aad404ecede728ae59f4834		0x456da0a1cba79c3cb64e4a9f3ffc5d1a09290e1e				0xed1077c6c4e243a8486d53b05922131665c0a175				
0xe9ce251af839dd29e4dcb23b050e4718760ce2fa		0x71486c4794a5592d23d681610058541b7fd02c25		0xe134700115a63d264564e6417390ff73f5804ead				0x680730566f1ebf983fd49d7dc214312797257a82				
0x76f27c9370069c2518338ff8f639029eb190d0b8		0xa23b2e1a64111a2ef8e6db1eb8a7fd7a66cf7bf5		0x6c3ea92747484514763bea5cbb8e6fb48718dd97				0x3aceed37643b81e9093245a74e6c0f67a86ffa6b				
0xfa71fbd66da8256ca66c085b9475ba4b61d7375d		0xc4a2c4ccd6d7282c4451e34c6a4a4034387d02dd		0x5ee6f70d1bcac809f76c0c8c8b0df626dee07c11				0xdbc4df2aa54bbf53d71604c3d72034549dc28d76				
0x07df02ed3c763a25539f1d68e03ecd2276c09960		0xf8926a177273202755f9fa930c96285e612375ac		0x0636b47164ea3099c6fc39c52a3f4b7b7ecaa03b				0xb2975baa10435d0ad1c11662d9232c388af8236f				
0xde086d1c8f644cc5702196214c5ab10e898f11e9		0x61ab57dc66b059a4c2720d776e5502b150db41ee		0xf8c4d188dd64ca8e01b3275f1bd967cba18b54cc				0x0a389c8c7101409831e81c82dcc9cdb13dfb4e39				
0xd10da0c50c5b9cd5581f38b3a4afe5912eb51bd7		0xd231f8e0fdb0c96ff2c571a1b7af9bcb9512b3bd		0x7e224cc14ce88540eb45d9a9c12b63a46214a69c				0x1bb9ffa3d15c2d9df342a0295541fce5d1c601ee				
0x6d7fb28e425dba6cf54c910f82b0a065fbd32ee0		0xf4180a00381cd92093156ef94e662874a4ac9b7d		0x8bfbaa24c27c6309a95e0aa22801bc1d61a52558				0x1651a52c3a9481451e867f19bec98ad0bc74f4aa				
0xef37960936830697edc8500a5062e68554f30f7f		0xad39c879c9a604c13b0fa396459a6a9516990330		0xcead86ccbc63bf47bbede6c089c645d0371c290f				0xa9a034fc2d63f501250a5d532fa3d5ab27f2ad08				
0x4daaeec4c0cb301807216c9560df8601d1417fe1		0x250fdf602b432b388b0c08c18049aabbf23781e9		0xc02ef836f30c0903cddda8fe55b13172ff8eb6ef				0x35a35695f3111733df39d99806c68d6be8bc3338				
0xe7206475a56c6ec53ffc13049903cc8067a4dc6e		0x871b9b6e6290998edf9d5379bbb804bd523dcb05		0x321edf73dd11b14fdb7bc771b2168371c5ecfc34				0x8759546e662d357bcd895a3b215724a3c2799ffa				
0xbe7546a18470c967cf386c6f6bcea6b84a6691c4		0xffc4b8426da01825d0e98b6f3d6630133e2ee225		0xd18d444f47debffa0ec2e6f1375197c3ef3fe007				0x25717ecf4a81cec7ec96730af3e1c3cfcc1c44fe				
0xf13f6fe9ec7b1b6159593070da10781d090df22b		0x72954376f62e7932240b300d4069a1c714b05837		0xaa89591195a85f76820c4b83fc1b2c4b501d0299				0x15591550d6fe8df1e2841a9b0a8b967f105ca1a2				
0x620b599a509c0432e03101d9b5683a9311210f90		0x50d3c9e77a7422ec2e7727a18e27ddf727b82720		0x5a4dbcb6a544888aaf739d8e4431cf9d0ee81300				0xf5c27236be966f255fbd54d36c3dfd63fca488f1				
0xdfe9ee03a0940466b015bf8bce4607bd77fb5d83		0x36deed9a5dc3f91c72c1245708a7912542794097		0xb69e2fe0455207208de5f767f7a123521584f65a				0xdd027531890eb9c6b5b9cdff779e688bb0ef0212				
0xa3d335964cbea5ab9d1d35d3c866bb91ae071540		0xc43f1eae8c09702ec63f9215ee31ab8b89e76889		0x11a786d52913d12194d8321e0edf01a14e195d3b				0xfe08fa2b4626fc0974ac00b49982b19f50f71821				
0x2a69bb61416b9eb9582a96eaa63b758c6458a820		0x5de2f45bb23180f49762dbafee319a4987651f50		0x923208a2a79d2ee5a0f65ea2be7e1d0a05bea55d				0xb0a6f8b4e29945a78a2d7bb776f5fd16bc7149ba				
0xd96b81d125c75bab717ab498ad003d2ea36322f9		0x3f8316dc9c0163a4a41ff04172fad7285c5e03b2		0x9eae52cedc7cbb31f8fd5b5fcb56acb3829ae985				0x8b86a99f63aec1bf84c32c84201638c549061a81				
0x0fba2c213dba58da656acb3ed894eda48b4b9b5b		0x605ffdc2292ec9425fec2da4d893246688b3c925		0x647103f34619ab243057973c7a9f3ea7f28ae5dd				0x0f97f0886d5054867b98fae943ec366d8690ab50				
0x32fbefd8c98f4c0e5a32065d738311a40753cf68		0x891c75328ef30c754049d8c37f853de8f84bd705		0xb2630982a8a05ae9a0154bad2f7549c84698870d				0xa4ff6ffa9dbdbc647b4e150e9c1017853a9ed139				
0xd9ca0a47261ca1508956bb72ee7cec71da8c0d85		0x303733613868bf605c6fd343a757829eaa0598f0		0x106c160cf551ec51485b050f2d6456796543c51f				0x34a71811caff3c67de056539bd177a1b10f66684				
0x3642155cf8f90645c64fcfbcf700b84fd9862ed5		0x7e4c51597dba086fd1a07751db43836a3acd20bf		0xc5073cbee46a58ed96b4197035b7e3429e975749				0x8552ff62208379ecba0ef00d91bb5cb46804d873				
0x5fc2e1b609c63c7a7341faba4b9b4128b8f1ebc3		0xdec6cad21110763a352213392fbc57c9e20fbd95		0x21dd6ce0e7008bc9f75ee37fec5b4be0c302b122				0x22f1d93594dc23b62819969b29fbce4173d7ddb2				
0x9e8d460d5c591166ef94978c6d8c742bd27583dc		0x677b6d98c8b1f50c6ca1d617f7be72759e87c5fd		0x80792707db96eaebafb914fce64fa9a02c18b9d5				0x00d8047d19618d4d0bc2ea0c16c6f09a8911949c				
0x21f5fa6f9df4f6fa8307fc7da5db4d015ba0f286		0x29983bbd2b6bd95785fe1622be8229330e1ad1b0		0x1b7945a1c3bde6fb583090e8f563b6195cbdddb7				0x14a189ddddb3c80713341c97f194c836b15b8c63				
0x7de399d649147f5ef123673b3508f30b786437ce		0xb5f5c2fe2b045737c550bada34a88adfa3d653bd		0x91c320e565bab66818d86d8a3ca39385abb6c007				0xa8c38587981b9bf44be17b542bc61d0ad86e1020				
0x885aa02959db62e9dc6a63329ee60510bb0aee58		0x7f43c9e1bfa6e9617d04fdd35f8bc467debe84f9		0x01f3cbfc6c552c762147a938cfd01d4cd98db1d4				0xc189b7380783391b71ed64985aa89da80f1e779e				
0x8080e4f9cf232365b4f44a2cb1075d94d95abd14		0x6581af9b0bae830eff7cc14be4f20bc4bfcd250c		0x9950bb68def6b5f8fb944b044bedb51415067b46				0xa3846289ec67dc67a84bf5e580149660f262c9d3				
0x401c0f82117b3262b79a7697bf98bbd7c0d4e36c		0x16ff0f92c15cc5e222995b1c8a5a6e5ef5750579		0xf2f5e1e935c83552c67cc7788cc58ac597c0dfe8				0x9be02991e1b3875de0682b9f4760d26fde8e0042				
